gameId,gameDateTimeEst,teamCity,teamName,teamId,opponentTeamCity,opponentTeamName,opponentTeamId,home,win,teamScore,opponentScore,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,numMinutes,q1Points,q2Points,q3Points,q4Points,benchPoints,biggestLead,biggestScoringRun,leadChanges,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsSecondChance,timesTied,timeoutsRemaining,seasonWins,seasonLosses,coachId,gameType,gameLabel,gameSubLabel,seriesGameNumber,seed,reboundsTeam,turnoversTeam,ot1Points,ot2Points,otAllPoints,gameDate
42500317,2026-05-30 20:00:00,San Antonio,Spurs,1610612759,Oklahoma City,Thunder,1610612760,0,1,111,103,21,2,9,88,40,0.455,40,17,0.425,19,14,0.737,25,15,40,18,12,8,240.0,32,24,24,31,27,14,9,4,19,19,34,17,2,0,4,3,,Playoffs,West Conf. Finals,Game 7,7,2,10,0,,,,2026-05-30 20:00:00
42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,1610612760,San Antonio,Spurs,1610612759,1,0,103,111,23,5,9,83,37,0.446,35,12,0.343,22,17,0.773,28,10,38,16,13,-8,240.0,25,28,24,26,37,4,8,4,7,9,32,20,2,0,3,4,,Playoffs,West Conf. Finals,Game 7,7,1,18,1,,,,2026-05-30 20:00:00
42500316,2026-05-28 20:30:00,Oklahoma City,Thunder,1610612760,San Antonio,Spurs,1610612759,0,0,91,118,22,3,9,94,35,0.372,40,10,0.25,12,11,0.917,30,12,42,21,12,-27,240.0,22,31,13,25,38,0,6,0,10,11,38,18,0,1,3,3,,Playoffs,West Conf. Finals,Game 6,6,1,9,1,,,,2026-05-28 20:30:00
42500316,2026-05-28 20:30:00,San Antonio,Spurs,1610612759,Oklahoma City,Thunder,1610612760,1,1,118,91,30,7,7,88,41,0.466,41,15,0.366,25,21,0.84,41,11,52,14,12,27,240.0,35,25,32,26,46,28,20,0,18,15,44,14,0,1,3,3,,Playoffs,West Conf. Finals,Game 6,6,2,10,1,,,,2026-05-28 20:30:00
42500315,2026-05-26 20:30:00,Oklahoma City,Thunder,1610612760,San Antonio,Spurs,1610612759,1,1,127,114,26,5,9,83,40,0.482,32,14,0.438,38,33,0.868,34,14,48,22,16,13,240.0,29,40,32,26,40,20,9,6,9,20,38,26,5,1,3,2,,Playoffs,West Conf. Finals,Game 5,5,1,10,1,,,,2026-05-26 20:30:00
42500315,2026-05-26 20:30:00,San Antonio,Spurs,1610612759,Oklahoma City,Thunder,1610612760,0,0,114,127,25,3,14,92,37,0.402,41,12,0.293,32,28,0.875,26,15,41,29,15,-13,240.0,27,31,33,23,33,8,9,6,26,22,46,15,5,1,2,3,,Playoffs,West Conf. Finals,Game 5,5,2,8,0,,,,2026-05-26 20:30:00
42500304,2026-05-25 20:00:00,New York,Knicks,1610612752,Cleveland,Cavaliers,1610612739,0,1,130,93,33,2,15,98,48,0.49,43,19,0.442,20,15,0.75,40,20,60,20,13,37,240.0,38,30,30,32,58,45,20,5,33,34,50,32,2,1,4,0,,Playoffs,East Conf. Finals,Game 4,4,3,7,2,,,,2026-05-25 20:00:00
42500304,2026-05-25 20:00:00,Cleveland,Cavaliers,1610612739,New York,Knicks,1610612752,1,0,93,130,21,4,9,77,32,0.416,40,11,0.275,22,18,0.818,27,6,33,18,22,-37,240.0,26,23,22,22,24,6,7,5,9,18,36,5,2,1,0,4,,Playoffs,East Conf. Finals,Game 4,4,4,5,0,,,,2026-05-25 20:00:00
42500314,2026-05-24 20:00:00,Oklahoma City,Thunder,1610612760,San Antonio,Spurs,1610612759,0,0,82,103,22,5,9,91,30,0.33,33,6,0.182,18,16,0.889,36,11,47,25,17,-21,240.0,19,19,22,22,34,1,10,6,7,13,36,14,0,1,2,2,,Playoffs,West Conf. Finals,Game 4,4,1,14,3,,,,2026-05-24 20:00:00
42500314,2026-05-24 20:00:00,San Antonio,Spurs,1610612759,Oklahoma City,Thunder,1610612760,1,1,103,82,25,10,11,90,35,0.389,33,9,0.273,32,24,0.75,38,14,52,20,12,21,240.0,28,22,28,25,30,25,16,6,18,25,50,17,0,0,2,2,,Playoffs,West Conf. Finals,Game 4,4,2,14,1,,,,2026-05-24 20:00:00
42500303,2026-05-23 20:00:00,Cleveland,Cavaliers,1610612739,New York,Knicks,1610612752,1,0,108,121,22,1,7,84,42,0.5,41,12,0.293,19,12,0.632,25,9,34,22,17,-13,240.0,27,27,28,26,25,0,7,0,4,19,50,14,2,0,0,3,,Playoffs,East Conf. Finals,Game 3,3,4,11,1,,,,2026-05-23 20:00:00
42500303,2026-05-23 20:00:00,New York,Knicks,1610612752,Cleveland,Cavaliers,1610612739,0,1,121,108,27,4,11,77,43,0.558,28,11,0.393,27,24,0.889,29,8,37,19,14,13,240.0,37,23,31,30,23,17,8,0,17,19,42,10,2,1,3,0,,Playoffs,East Conf. Finals,Game 3,3,3,4,1,,,,2026-05-23 20:00:00
42500313,2026-05-22 20:30:00,Oklahoma City,Thunder,1610612760,San Antonio,Spurs,1610612759,0,1,123,108,29,2,7,81,39,0.481,38,17,0.447,33,28,0.848,34,7,41,25,10,15,240.0,26,32,37,28,76,18,11,9,2,20,42,22,3,1,2,1,,Playoffs,West Conf. Finals,Game 3,3,1,11,1,,,,2026-05-22 20:30:00
42500313,2026-05-22 20:30:00,San Antonio,Spurs,1610612759,Oklahoma City,Thunder,1610612760,1,0,108,123,26,6,8,80,34,0.425,41,13,0.317,33,27,0.818,28,9,37,28,15,-15,240.0,31,20,33,24,23,15,15,9,13,16,40,17,3,1,1,2,,Playoffs,West Conf. Finals,Game 3,3,2,11,0,,,,2026-05-22 20:30:00
42500302,2026-05-21 20:00:00,New York,Knicks,1610612752,Cleveland,Cavaliers,1610612739,1,1,109,93,32,5,5,85,44,0.518,36,13,0.361,14,8,0.571,35,5,40,22,6,16,240.0,24,29,32,24,13,19,18,6,13,13,58,12,9,1,2,0,,Playoffs,East Conf. Finals,Game 2,2,3,14,2,,,,2026-05-21 20:00:00
42500302,2026-05-21 20:00:00,Cleveland,Cavaliers,1610612739,New York,Knicks,1610612752,0,0,93,109,15,5,4,80,31,0.388,35,9,0.257,32,22,0.688,29,13,42,20,8,-16,240.0,27,22,21,23,19,6,10,6,8,11,40,17,9,1,0,2,,Playoffs,East Conf. Finals,Game 2,2,4,11,0,,,,2026-05-21 20:00:00
42500312,2026-05-20 20:30:00,San Antonio,Spurs,1610612759,Oklahoma City,Thunder,1610612760,0,0,113,122,22,6,5,84,41,0.488,40,16,0.4,17,15,0.882,29,16,45,21,21,-9,240.0,31,20,37,25,25,5,11,14,10,10,46,22,7,0,1,1,,Playoffs,West Conf. Finals,Game 2,2,2,4,0,,,,2026-05-20 20:30:00
42500312,2026-05-20 20:30:00,Oklahoma City,Thunder,1610612760,San Antonio,Spurs,1610612759,1,1,122,113,34,3,14,94,45,0.479,36,13,0.361,24,19,0.792,24,17,41,21,9,9,240.0,31,31,34,26,57,13,11,14,8,27,42,17,7,0,1,1,,Playoffs,West Conf. Finals,Game 2,2,1,9,1,,,,2026-05-20 20:30:00
42500301,2026-05-19 20:00:00,Cleveland,Cavaliers,1610612739,New York,Knicks,1610612752,0,0,104,115,23,6,11,90,36,0.4,50,16,0.32,23,16,0.696,27,11,38,29,19,-11,265.0,16,32,35,18,25,22,10,5,12,20,38,14,3,0,0,1,,Playoffs,East Conf. Finals,Game 1,1,4,17,2,3,,3,2026-05-19 20:00:00
42500301,2026-05-19 20:00:00,New York,Knicks,1610612752,Cleveland,Cavaliers,1610612739,1,1,115,104,20,2,10,88,42,0.477,32,10,0.313,32,21,0.656,38,9,47,26,17,11,265.0,23,23,23,32,20,11,12,5,13,28,60,17,3,0,1,0,,Playoffs,East Conf. Finals,Game 1,1,3,18,2,14,,14,2026-05-19 20:00:00
42500311,2026-05-18 20:30:00,San Antonio,Spurs,1610612759,Oklahoma City,Thunder,1610612760,0,1,122,115,25,7,11,96,41,0.427,43,13,0.302,29,27,0.931,46,15,61,19,21,7,290.0,27,24,29,21,16,10,8,10,9,17,52,13,8,1,1,0,,Playoffs,West Conf. Finals,Game 1,1,2,9,2,7,14,21,2026-05-18 20:30:00
42500311,2026-05-18 20:30:00,Oklahoma City,Thunder,1610612760,San Antonio,Spurs,1610612759,1,0,115,122,25,8,14,101,41,0.406,45,17,0.378,19,16,0.842,31,9,40,26,14,-7,290.0,27,17,29,28,50,3,8,10,16,28,38,8,8,0,0,1,,Playoffs,West Conf. Finals,Game 1,1,1,10,1,7,7,14,2026-05-18 20:30:00
42500207,2026-05-17 20:00:00,Detroit,Pistons,1610612765,Cleveland,Cavaliers,1610612739,1,0,94,125,21,5,7,85,30,0.353,39,12,0.308,29,22,0.759,31,10,41,31,14,-31,240.0,22,25,26,21,47,1,8,2,11,17,34,11,1,1,3,4,,Playoffs,East Conf. Semifinals,Game 7,7,1,11,1,,,,2026-05-17 20:00:00
42500207,2026-05-17 20:00:00,Cleveland,Cavaliers,1610612739,Detroit,Pistons,1610612765,0,1,125,94,31,4,10,85,43,0.506,34,11,0.324,44,28,0.636,36,14,50,22,11,31,240.0,31,33,35,26,37,35,11,2,12,22,58,18,1,0,4,3,,Playoffs,East Conf. Semifinals,Game 7,7,4,19,2,,,,2026-05-17 20:00:00
42500236,2026-05-15 21:30:00,San Antonio,Spurs,1610612759,Minnesota,Timberwolves,1610612750,0,1,139,109,34,13,2,88,49,0.557,38,18,0.474,27,23,0.852,48,12,60,21,15,30,240.0,36,38,36,29,38,37,20,0,17,7,58,21,0,1,4,2,,Playoffs,West Conf. Semifinals,Game 6,6,2,8,1,,,,2026-05-15 21:30:00
42500236,2026-05-15 21:30:00,Minnesota,Timberwolves,1610612750,San Antonio,Spurs,1610612759,1,0,109,139,25,2,9,106,40,0.377,34,12,0.353,21,17,0.81,20,9,29,22,5,-30,240.0,27,34,23,25,59,0,8,0,5,21,52,12,0,0,2,4,,Playoffs,West Conf. Semifinals,Game 6,6,6,17,0,,,,2026-05-15 21:30:00
42500206,2026-05-15 19:00:00,Cleveland,Cavaliers,1610612739,Detroit,Pistons,1610612765,1,0,94,115,15,3,9,77,30,0.39,35,12,0.343,30,22,0.733,24,16,40,18,20,-21,240.0,25,26,19,24,19,6,7,5,8,17,26,13,3,0,3,3,,Playoffs,East Conf. Semifinals,Game 6,6,4,8,0,,,,2026-05-15 19:00:00
42500206,2026-05-15 19:00:00,Detroit,Pistons,1610612765,Cleveland,Cavaliers,1610612739,0,1,115,94,25,6,9,82,43,0.524,36,16,0.444,19,13,0.684,30,13,43,22,17,21,240.0,27,27,30,31,48,22,13,5,14,28,48,20,3,1,3,3,,Playoffs,East Conf. Semifinals,Game 6,6,1,9,1,,,,2026-05-15 19:00:00
42500205,2026-05-13 20:00:00,Detroit,Pistons,1610612765,Cleveland,Cavaliers,1610612739,1,0,113,117,28,10,10,95,42,0.442,33,11,0.333,20,18,0.9,25,15,40,26,10,-4,265.0,29,31,20,23,27,15,12,11,23,27,48,15,9,0,2,3,,Playoffs,East Conf. Semifinals,Game 5,5,1,14,5,10,,10,2026-05-13 20:00:00
42500205,2026-05-13 20:00:00,Cleveland,Cavaliers,1610612739,Detroit,Pistons,1610612765,0,1,117,113,25,9,6,80,36,0.45,35,14,0.4,38,31,0.816,31,13,44,16,16,4,265.0,27,25,32,19,31,7,13,11,7,16,38,14,9,0,3,2,,Playoffs,East Conf. Semifinals,Game 5,5,4,8,1,14,,14,2026-05-13 20:00:00
42500235,2026-05-12 20:00:00,San Antonio,Spurs,1610612759,Minnesota,Timberwolves,1610612750,1,1,126,97,25,8,9,89,47,0.528,32,11,0.344,27,21,0.778,39,11,50,24,15,29,240.0,34,25,32,35,44,30,11,2,19,19,68,11,3,1,3,2,,Playoffs,West Conf. Semifinals,Game 5,5,2,10,0,,,,2026-05-12 20:00:00
42500235,2026-05-12 20:00:00,Minnesota,Timberwolves,1610612750,San Antonio,Spurs,1610612759,0,0,97,126,17,4,7,83,32,0.386,33,9,0.273,30,24,0.8,32,10,42,24,13,-29,240.0,30,17,26,24,23,2,10,2,15,18,36,12,3,0,2,3,,Playoffs,West Conf. Semifinals,Game 5,5,6,3,3,,,,2026-05-12 20:00:00
42500224,2026-05-11 22:30:00,Oklahoma City,Thunder,1610612760,Los Angeles,Lakers,1610612747,0,1,115,110,19,0,12,81,42,0.519,31,11,0.355,24,20,0.833,28,6,34,24,11,5,240.0,21,28,31,35,25,12,17,13,11,22,44,10,7,0,4,0,,Playoffs,West Conf. Semifinals,Game 4,4,1,3,1,,,,2026-05-11 22:30:00
42500224,2026-05-11 22:30:00,Los Angeles,Lakers,1610612747,Oklahoma City,Thunder,1610612760,1,0,110,115,18,5,3,75,38,0.507,28,10,0.357,27,24,0.889,30,7,37,22,19,-5,240.0,26,19,39,26,23,5,9,13,8,9,46,12,7,0,0,4,,Playoffs,West Conf. Semifinals,Game 4,4,4,9,0,,,,2026-05-11 22:30:00
42500204,2026-05-11 20:00:00,Cleveland,Cavaliers,1610612739,Detroit,Pistons,1610612765,1,1,112,103,23,8,11,78,34,0.436,41,14,0.341,34,30,0.882,21,12,33,15,13,9,240.0,21,31,38,22,19,21,24,10,6,25,34,16,4,0,2,2,,Playoffs,East Conf. Semifinals,Game 4,4,4,12,2,,,,2026-05-11 20:00:00
42500204,2026-05-11 20:00:00,Detroit,Pistons,1610612765,Cleveland,Cavaliers,1610612739,0,0,103,112,23,3,10,83,42,0.506,23,10,0.435,12,9,0.75,24,11,35,27,18,-9,240.0,24,32,21,26,52,7,9,10,12,20,50,11,4,1,2,2,,Playoffs,East Conf. Semifinals,Game 4,4,1,12,2,,,,2026-05-11 20:00:00
42500234,2026-05-10 19:30:00,San Antonio,Spurs,1610612759,Minnesota,Timberwolves,1610612750,0,0,109,114,17,3,13,86,41,0.477,26,6,0.231,27,21,0.778,28,13,41,20,14,-5,240.0,30,26,28,25,39,8,7,9,17,21,58,15,5,0,2,2,,Playoffs,West Conf. Semifinals,Game 4,4,2,8,0,,,,2026-05-10 19:30:00
42500234,2026-05-10 19:30:00,Minnesota,Timberwolves,1610612750,San Antonio,Spurs,1610612759,1,1,114,109,20,1,5,94,42,0.447,27,10,0.37,22,20,0.909,34,15,49,23,17,5,240.0,34,26,20,34,31,9,8,9,7,21,50,24,5,0,2,2,,Playoffs,West Conf. Semifinals,Game 4,4,6,8,0,,,,2026-05-10 19:30:00
42500214,2026-05-10 15:30:00,New York,Knicks,1610612752,Philadelphia,76ers,1610612755,0,1,144,114,33,4,6,91,49,0.538,44,25,0.568,29,21,0.724,32,15,47,22,9,30,240.0,43,38,41,22,51,44,10,1,20,23,40,18,1,1,4,0,,Playoffs,East Conf. Semifinals,Game 4,4,3,12,2,,,,2026-05-10 15:30:00
42500214,2026-05-10 15:30:00,Philadelphia,76ers,1610612755,New York,Knicks,1610612752,1,0,114,144,24,3,5,86,43,0.5,35,8,0.229,28,20,0.714,23,7,30,23,9,-30,240.0,24,33,26,31,48,0,7,1,7,10,54,15,1,0,0,4,,Playoffs,East Conf. Semifinals,Game 4,4,7,13,1,,,,2026-05-10 15:30:00
42500223,2026-05-09 20:30:00,Los Angeles,Lakers,1610612747,Oklahoma City,Thunder,1610612760,1,0,108,131,31,1,6,81,38,0.469,30,14,0.467,25,18,0.72,23,14,37,16,16,-23,240.0,25,34,20,29,31,5,7,11,9,11,44,21,7,1,0,3,,Playoffs,West Conf. Semifinals,Game 3,3,4,7,1,,,,2026-05-09 20:30:00
42500223,2026-05-09 20:30:00,Oklahoma City,Thunder,1610612760,Los Angeles,Lakers,1610612747,0,1,131,108,30,3,12,94,53,0.564,38,17,0.447,10,8,0.8,31,12,43,22,9,23,240.0,31,26,33,41,44,27,11,11,19,30,64,14,7,1,3,0,,Playoffs,West Conf. Semifinals,Game 3,3,1,6,1,,,,2026-05-09 20:30:00
42500203,2026-05-09 15:00:00,Detroit,Pistons,1610612765,Cleveland,Cavaliers,1610612739,0,0,109,116,23,4,12,91,41,0.451,25,9,0.36,22,18,0.818,23,17,40,25,15,-7,240.0,30,18,33,28,26,7,12,11,11,19,60,19,6,0,2,1,,Playoffs,East Conf. Semifinals,Game 3,3,1,9,1,,,,2026-05-09 15:00:00
42500203,2026-05-09 15:00:00,Cleveland,Cavaliers,1610612739,Detroit,Pistons,1610612765,1,1,116,109,22,7,3,74,43,0.581,32,12,0.375,28,18,0.643,28,5,33,17,15,7,240.0,32,32,19,33,28,17,9,11,10,27,54,11,6,1,1,2,,Playoffs,East Conf. Semifinals,Game 3,3,4,14,0,,,,2026-05-09 15:00:00
