firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,playerteamId,opponentteamId,comment,startingPosition,gameDate
Josh,Hart,1628404,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,39.166666666666664,13,2,0,0,11,4,0.364,6,3,0.5,3,2,0.667,8,3,11,3,1,15,1610612752,1610612759,,F,2026-06-13 20:30:00
OG,Anunoby,1628384,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,32.78333333333333,11,0,1,3,11,3,0.273,5,1,0.2,6,4,0.667,8,0,8,5,1,2,1610612752,1610612759,,F,2026-06-13 20:30:00
Jeremy,Sochan,1631110,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,0.15,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1610612752,1610612759,,,2026-06-13 20:30:00
Jordan,McLaughlin,1629162,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-13 20:30:00
Jordan,Clarkson,203903,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,6.116666666666666,2,0,0,0,5,1,0.2,2,0,0.0,0,0,0.0,0,1,1,0,0,3,1610612752,1610612759,,,2026-06-13 20:30:00
Harrison,Barnes,203084,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-13 20:30:00
Landry,Shamet,1629013,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,13.216666666666667,5,0,0,0,7,2,0.286,4,1,0.25,0,0,0.0,1,0,1,2,0,-14,1610612752,1610612759,,,2026-06-13 20:30:00
Mohamed,Diawara,1642885,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-13 20:30:00
Karl-Anthony,Towns,1626157,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,22.733333333333334,2,1,1,3,7,1,0.143,2,0,0.0,0,0,0.0,9,1,10,6,5,-4,1610612752,1610612759,,C,2026-06-13 20:30:00
Mason,Plumlee,203486,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-13 20:30:00
Devin,Vassell,1630170,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,39.2,12,2,1,2,8,5,0.625,5,2,0.4,0,0,0.0,7,0,7,1,0,-11,1610612759,1610612752,,F,2026-06-13 20:30:00
Carter,Bryant,1642868,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,5.933333333333334,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,2,0,1,2,1610612759,1610612752,,,2026-06-13 20:30:00
Jose,Alvarado,1630631,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,11.416666666666666,0,0,0,0,5,0,0.0,2,0,0.0,0,0,0.0,1,0,1,1,0,-11,1610612752,1610612759,,,2026-06-13 20:30:00
Mikal,Bridges,1628969,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,38.56666666666667,14,4,1,0,10,5,0.5,7,3,0.429,2,1,0.5,2,0,2,1,0,6,1610612752,1610612759,,G,2026-06-13 20:30:00
Victor,Wembanyama,1641705,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,37.86666666666667,19,2,5,0,19,7,0.368,6,1,0.167,5,4,0.8,8,6,14,3,2,-3,1610612759,1610612752,,C,2026-06-13 20:30:00
Kelly,Olynyk,203482,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-13 20:30:00
Bismack,Biyombo,202687,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-13 20:30:00
Tyler,Kolek,1642278,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-13 20:30:00
Miles,McBride,1630540,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,12.883333333333333,0,1,0,0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0,1,0,3,1610612752,1610612759,,,2026-06-13 20:30:00
Jalen,Brunson,1628973,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,41.11666666666667,45,3,0,2,27,14,0.519,7,4,0.571,15,13,0.867,2,1,3,1,3,10,1610612752,1610612759,,G,2026-06-13 20:30:00
Lindy,Waters III,1630322,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-13 20:30:00
Dylan,Harper,1642844,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,31.116666666666667,25,4,1,0,19,10,0.526,4,2,0.5,6,3,0.5,3,2,5,5,0,-12,1610612759,1610612752,,,2026-06-13 20:30:00
Luke,Kornet,1628436,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,10.25,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,1,1,2,2,1,-3,1610612759,1610612752,,,2026-06-13 20:30:00
Mitchell,Robinson,1629011,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,19.983333333333334,2,2,0,0,2,1,0.5,0,0,0.0,2,0,0.0,4,6,10,1,0,5,1610612752,1610612759,,,2026-06-13 20:30:00
Pacome,Dadiet,1642359,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-13 20:30:00
Stephon,Castle,1642264,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,32.05,6,4,0,1,10,1,0.1,3,0,0.0,6,4,0.667,4,1,5,4,3,-1,1610612759,1610612752,,G,2026-06-13 20:30:00
Ariel,Hukporti,1630574,42500405,2026-06-13 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 5,5,1,0,1.8666666666666667,0,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,4,1610612752,1610612759,,,2026-06-13 20:30:00
De'Aaron,Fox,1628368,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,36.766666666666666,7,5,0,2,15,3,0.2,8,1,0.125,0,0,0.0,0,0,0,2,1,1,1610612759,1610612752,,G,2026-06-13 20:30:00
Julian,Champagnie,1630577,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,30.666666666666668,14,1,0,1,9,5,0.556,8,4,0.5,0,0,0.0,5,2,7,3,4,-10,1610612759,1610612752,,F,2026-06-13 20:30:00
Keldon,Johnson,1629640,42500405,2026-06-13 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 5,5,0,1,16.15,7,0,0,0,5,2,0.4,3,2,0.667,2,1,0.5,3,2,5,2,0,17,1610612759,1610612752,,,2026-06-13 20:30:00
Harrison,Barnes,203084,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-10 20:30:00
Carter,Bryant,1642868,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,5.0,5,0,0,1,3,2,0.667,1,1,1.0,0,0,0.0,1,0,1,1,0,6,1610612759,1610612752,,,2026-06-10 20:30:00
De'Aaron,Fox,1628368,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,37.416666666666664,18,7,1,2,16,6,0.375,9,4,0.444,2,2,1.0,3,2,5,3,4,1,1610612759,1610612752,,G,2026-06-10 20:30:00
Mason,Plumlee,203486,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-10 20:30:00
Pacome,Dadiet,1642359,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-10 20:30:00
Jordan,McLaughlin,1629162,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-10 20:30:00
Julian,Champagnie,1630577,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,33.0,5,3,0,4,9,2,0.222,7,1,0.143,0,0,0.0,5,0,5,1,0,-4,1610612759,1610612752,,F,2026-06-10 20:30:00
Jalen,Brunson,1628973,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,44.45,36,7,0,3,25,12,0.48,7,3,0.429,11,9,0.818,5,0,5,1,3,11,1610612752,1610612759,,G,2026-06-10 20:30:00
Landry,Shamet,1629013,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,20.5,0,1,0,0,3,0,0.0,2,0,0.0,0,0,0.0,2,0,2,1,0,-13,1610612752,1610612759,,,2026-06-10 20:30:00
Mikal,Bridges,1628969,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,28.116666666666667,7,2,0,0,9,3,0.333,3,1,0.333,0,0,0.0,2,0,2,0,0,-2,1610612752,1610612759,,G,2026-06-10 20:30:00
Keldon,Johnson,1629640,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,18.033333333333335,2,1,0,1,5,1,0.2,1,0,0.0,0,0,0.0,2,2,4,2,0,-1,1610612759,1610612752,,,2026-06-10 20:30:00
Karl-Anthony,Towns,1626157,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,25.75,13,2,0,0,5,4,0.8,1,1,1.0,4,4,1.0,8,2,10,4,3,17,1610612752,1610612759,,C,2026-06-10 20:30:00
Luke,Kornet,1628436,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,4.083333333333333,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,3,0,-2,1610612759,1610612752,,,2026-06-10 20:30:00
Victor,Wembanyama,1641705,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,43.916666666666664,24,1,3,0,25,9,0.36,8,2,0.25,7,4,0.571,8,5,13,1,0,1,1610612759,1610612752,,C,2026-06-10 20:30:00
Jeremy,Sochan,1631110,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,3.0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-6,1610612752,1610612759,,,2026-06-10 20:30:00
Stephon,Castle,1642264,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,25.933333333333334,13,5,0,0,7,2,0.286,3,1,0.333,8,8,1.0,3,2,5,5,3,-11,1610612759,1610612752,,G,2026-06-10 20:30:00
Kelly,Olynyk,203482,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-10 20:30:00
Jordan,Clarkson,203903,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,4.666666666666667,2,0,0,0,3,1,0.333,1,0,0.0,0,0,0.0,1,0,1,3,2,2,1610612752,1610612759,,,2026-06-10 20:30:00
Jose,Alvarado,1630631,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,15.633333333333333,8,3,0,0,4,3,0.75,3,2,0.667,0,0,0.0,2,0,2,5,1,11,1610612752,1610612759,,,2026-06-10 20:30:00
OG,Anunoby,1628384,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,41.46666666666667,33,1,1,1,15,10,0.667,9,7,0.778,6,6,1.0,3,1,4,2,1,-1,1610612752,1610612759,,F,2026-06-10 20:30:00
Lindy,Waters III,1630322,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-10 20:30:00
Dylan,Harper,1642844,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,32.266666666666666,21,3,0,0,12,8,0.667,6,3,0.5,2,2,1.0,4,0,4,3,3,12,1610612759,1610612752,,,2026-06-10 20:30:00
Miles,McBride,1630540,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,7.2,0,0,0,0,4,0,0.0,4,0,0.0,0,0,0.0,0,0,0,0,0,-14,1610612752,1610612759,,,2026-06-10 20:30:00
Devin,Vassell,1630170,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,40.35,18,4,0,1,9,6,0.667,8,5,0.625,1,1,1.0,4,1,5,2,1,-7,1610612759,1610612752,,F,2026-06-10 20:30:00
Josh,Hart,1628404,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,32.8,6,6,0,2,4,2,0.5,2,1,0.5,3,1,0.333,6,2,8,3,2,11,1610612752,1610612759,,F,2026-06-10 20:30:00
Mitchell,Robinson,1629011,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,12.983333333333333,2,1,2,0,5,1,0.2,0,0,0.0,4,0,0.0,2,3,5,1,1,-14,1610612752,1610612759,,,2026-06-10 20:30:00
Bismack,Biyombo,202687,42500404,2026-06-10 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 4,4,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-10 20:30:00
Ariel,Hukporti,1630574,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,3.45,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,3,1610612752,1610612759,,,2026-06-10 20:30:00
Mohamed,Diawara,1642885,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-10 20:30:00
Tyler,Kolek,1642278,42500404,2026-06-10 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 4,4,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-10 20:30:00
Karl-Anthony,Towns,1626157,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,38.03333333333333,11,1,2,3,10,4,0.4,2,0,0.0,3,3,1.0,6,2,8,4,1,6,1610612752,1610612759,,C,2026-06-08 20:30:00
Ariel,Hukporti,1630574,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-08 20:30:00
Josh,Hart,1628404,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,34.916666666666664,16,5,0,0,10,6,0.6,7,4,0.571,0,0,0.0,8,1,9,2,2,-7,1610612752,1610612759,,F,2026-06-08 20:30:00
Jordan,Clarkson,203903,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,13.25,10,1,0,1,7,4,0.571,2,2,1.0,0,0,0.0,2,1,3,0,2,8,1610612752,1610612759,,,2026-06-08 20:30:00
Jose,Alvarado,1630631,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,12.383333333333333,4,1,0,0,5,2,0.4,2,0,0.0,0,0,0.0,3,0,3,1,0,5,1610612752,1610612759,,,2026-06-08 20:30:00
Jalen,Brunson,1628973,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,35.45,32,5,0,0,25,11,0.44,5,3,0.6,8,7,0.875,3,2,5,5,5,-9,1610612752,1610612759,,G,2026-06-08 20:30:00
Dylan,Harper,1642844,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,32.0,13,4,0,0,18,5,0.278,8,1,0.125,2,2,1.0,8,1,9,1,0,-8,1610612759,1610612752,,,2026-06-08 20:30:00
Kelly,Olynyk,203482,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-08 20:30:00
Harrison,Barnes,203084,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-08 20:30:00
Devin,Vassell,1630170,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,38.06666666666667,11,0,0,0,4,3,0.75,4,3,0.75,3,2,0.667,4,0,4,3,1,12,1610612759,1610612752,,F,2026-06-08 20:30:00
De'Aaron,Fox,1628368,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,36.68333333333333,12,8,2,1,14,4,0.286,5,0,0.0,4,4,1.0,3,0,3,3,2,-7,1610612759,1610612752,,G,2026-06-08 20:30:00
Victor,Wembanyama,1641705,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,38.733333333333334,32,6,3,2,18,11,0.611,4,2,0.5,9,8,0.889,7,1,8,3,1,7,1610612759,1610612752,,C,2026-06-08 20:30:00
Bismack,Biyombo,202687,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-08 20:30:00
Stephon,Castle,1642264,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,38.03333333333333,23,5,1,1,14,8,0.571,5,2,0.4,6,5,0.833,4,1,5,4,2,6,1610612759,1610612752,,G,2026-06-08 20:30:00
Luke,Kornet,1628436,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,9.266666666666667,2,2,0,1,1,0,0.0,0,0,0.0,2,2,1.0,2,3,5,1,0,-3,1610612759,1610612752,,,2026-06-08 20:30:00
Lindy,Waters III,1630322,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-08 20:30:00
Keldon,Johnson,1629640,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,16.75,7,0,0,1,5,3,0.6,0,0,0.0,4,1,0.25,2,0,2,3,2,14,1610612759,1610612752,,,2026-06-08 20:30:00
Carter,Bryant,1642868,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,3.8,3,0,1,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,2,0,-9,1610612759,1610612752,,,2026-06-08 20:30:00
Landry,Shamet,1629013,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,23.4,3,2,1,0,8,1,0.125,7,1,0.143,0,0,0.0,2,2,4,5,0,-20,1610612752,1610612759,,,2026-06-08 20:30:00
Tyler,Kolek,1642278,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-08 20:30:00
OG,Anunoby,1628384,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,37.95,28,1,2,0,13,9,0.692,7,3,0.429,9,7,0.778,5,0,5,2,1,-3,1610612752,1610612759,,F,2026-06-08 20:30:00
Mohamed,Diawara,1642885,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-08 20:30:00
Julian,Champagnie,1630577,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,26.666666666666668,12,3,0,1,9,4,0.444,7,3,0.429,2,1,0.5,1,0,1,1,0,8,1610612759,1610612752,,F,2026-06-08 20:30:00
Mason,Plumlee,203486,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-08 20:30:00
Mitchell,Robinson,1629011,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,7.066666666666666,5,0,0,0,3,2,0.667,0,0,0.0,2,1,0.5,0,4,4,0,0,-13,1610612752,1610612759,,,2026-06-08 20:30:00
Miles,McBride,1630540,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,8.666666666666666,0,0,0,0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0,0,1,2,1610612752,1610612759,,,2026-06-08 20:30:00
Jeremy,Sochan,1631110,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,0.16666666666666666,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,,,2026-06-08 20:30:00
Mikal,Bridges,1628969,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,28.716666666666665,2,2,1,0,5,1,0.2,3,0,0.0,0,0,0.0,5,0,5,4,1,11,1610612752,1610612759,,G,2026-06-08 20:30:00
Jordan,McLaughlin,1629162,42500403,2026-06-08 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 3,3,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-08 20:30:00
Pacome,Dadiet,1642359,42500403,2026-06-08 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 3,3,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-08 20:30:00
