firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,playerteamId,opponentteamId,comment,startingPosition,gameDate
Marcus,Sasser,1631204,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,1.48,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1610612765,1610612766,,,2026-04-10 19:00:00
Caris,LeVert,1627747,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,14.34,6,3,1,2,7,2,0.286,1,0,0,2,2,1,0,2,2,1,0,0,1610612765,1610612766,,,2026-04-10 19:00:00
Ausar,Thompson,1641709,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,24.54,12,6,1,3,8,5,0.625,0,0,0,3,2,0.667,4,1,5,3,3,3,1610612765,1610612766,,F,2026-04-10 19:00:00
Kon,Knueppel,1642851,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,29,10,1,0,0,12,4,0.333,8,2,0.25,0,0,0,3,1,4,1,3,-1,1610612766,1610612765,,F,2026-04-10 19:00:00
Daniss,Jenkins,1642450,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,17.48,6,3,1,2,9,2,0.222,3,0,0,2,2,1,1,0,1,1,1,14,1610612765,1610612766,,,2026-04-10 19:00:00
Tre,Mann,1630544,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,3.3,2,0,0,0,4,1,0.25,2,0,0,0,0,0,0,0,0,0,0,1,1610612766,1610612765,,,2026-04-10 19:00:00
Paul,Reed,1630194,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,9.44,4,0,0,0,4,2,0.5,1,0,0,0,0,0,4,3,7,0,1,6,1610612765,1610612766,,,2026-04-10 19:00:00
Coby,White,1629632,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,16.1,11,1,0,0,7,3,0.429,3,2,0.667,4,3,0.75,2,0,2,2,2,-20,1610612766,1610612765,,,2026-04-10 19:00:00
Ryan,Kalkbrenner,1641750,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,22.48,4,1,1,0,1,1,1,0,0,0,2,2,1,1,3,4,2,2,-12,1610612766,1610612765,,,2026-04-10 19:00:00
Isaiah,Stewart,1630191,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,16.24,5,0,2,1,4,2,0.5,1,0,0,2,1,0.5,1,2,3,4,0,9,1610612765,1610612766,,,2026-04-10 19:00:00
LaMelo,Ball,1630163,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,32.41,27,8,1,2,20,7,0.35,16,6,0.375,7,7,1,2,3,5,3,4,-14,1610612766,1610612765,,G,2026-04-10 19:00:00
Tolu,Smith,1642449,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612765,1610612766,DNP - Coach's Decision,,2026-04-10 19:00:00
Xavier,Tillman,1630214,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,3.3,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,0,0,1,1610612766,1610612765,,,2026-04-10 19:00:00
Kevin,Huerter,1628989,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,15.58,5,3,1,1,5,2,0.4,3,1,0.333,0,0,0,3,0,3,0,0,22,1610612765,1610612766,,,2026-04-10 19:00:00
Grant,Williams,1629684,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,22.13,2,0,1,4,5,1,0.2,3,0,0,0,0,0,1,3,4,0,0,-6,1610612766,1610612765,,,2026-04-10 19:00:00
Miles,Bridges,1628970,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,23.17,10,3,2,0,7,3,0.429,4,1,0.25,4,3,0.75,8,0,8,0,0,-14,1610612766,1610612765,,F,2026-04-10 19:00:00
Brandon,Miller,1641706,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,31.11,22,0,0,4,20,9,0.45,8,2,0.25,2,2,1,1,2,3,4,1,-8,1610612766,1610612765,,G,2026-04-10 19:00:00
Chaz,Lanier,1642404,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1610612765,1610612766,,,2026-04-10 19:00:00
Pat,Connaughton,1626192,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,3.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1610612766,1610612765,,,2026-04-10 19:00:00
Jalen,Duren,1631105,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,21.52,20,4,0,0,11,8,0.727,0,0,0,4,4,1,6,3,9,5,2,3,1610612765,1610612766,,C,2026-04-10 19:00:00
Moussa,Diabate,1631217,22501171,2026-04-10 19:00:00,Charlotte,Hornets,Detroit,Pistons,Regular Season,,,,0,1,24.41,8,2,2,0,4,3,0.75,0,0,0,4,2,0.5,4,2,6,4,1,-7,1610612766,1610612765,,C,2026-04-10 19:00:00
Duncan,Robinson,1629130,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,25.42,19,1,0,1,11,6,0.545,7,3,0.429,6,4,0.667,3,0,3,1,1,1,1610612765,1610612766,,G,2026-04-10 19:00:00
Ronald,Holland II,1641842,22501171,2026-04-10 19:00:00,Detroit,Pistons,Charlotte,Hornets,Regular Season,,,,1,0,21,13,1,0,1,10,5,0.5,5,3,0.6,0,0,0,4,1,5,2,1,10,1610612765,1610612766,,,2026-04-10 19:00:00
Tre,Johnson,1642848,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612764,1610612748,DND - Injury/Illness,,2026-04-10 19:00:00
Kasparas,Jakucionis,1642857,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,30.55,16,4,0,2,7,4,0.571,5,3,0.6,6,5,0.833,4,1,5,2,2,22,1610612748,1610612764,,G,2026-04-10 19:00:00
Vladislav,Goldin,1642884,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612748,1610612764,,,2026-04-10 19:00:00
Trevor,Keels,1631211,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612748,1610612764,,,2026-04-10 19:00:00
Will,Riley,1642860,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,28.13,16,2,0,1,17,7,0.412,8,2,0.25,0,0,0,3,0,3,2,3,-30,1610612764,1610612748,,,2026-04-10 19:00:00
Jaime,Jaquez Jr.,1631170,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,36.09,23,8,0,0,14,10,0.714,4,3,0.75,0,0,0,3,1,4,3,4,24,1610612748,1610612764,,,2026-04-10 19:00:00
Leaky,Black,1641778,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,31.43,8,3,0,2,11,3,0.273,8,2,0.25,0,0,0,2,0,2,5,4,-11,1610612764,1610612748,,F,2026-04-10 19:00:00
Jamir,Watkins,1642364,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,30.58,7,1,0,2,9,2,0.222,4,1,0.25,4,2,0.5,4,1,5,2,1,-25,1610612764,1610612748,,,2026-04-10 19:00:00
Justin,Champagnie,1630551,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612764,1610612748,DND - Injury/Illness,,2026-04-10 19:00:00
Bilal,Coulibaly,1641731,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,22.12,25,5,1,1,16,9,0.563,3,2,0.667,5,5,1,2,3,5,0,1,3,1610612764,1610612748,,G,2026-04-10 19:00:00
Davion,Mitchell,1630558,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612748,1610612764,DND - Injury/Illness,,2026-04-10 19:00:00
Bub,Carrington,1642267,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,33.56,30,4,0,1,15,11,0.733,7,6,0.857,2,2,1,2,0,2,3,3,-2,1610612764,1610612748,,G,2026-04-10 19:00:00
Myron,Gardner,1642066,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,1610612748,1610612764,,,2026-04-10 19:00:00
Kel'el,Ware,1642276,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,21.34,12,3,0,0,7,5,0.714,4,2,0.5,0,0,0,6,2,8,1,0,-1,1610612748,1610612764,,C,2026-04-10 19:00:00
Norman,Powell,1626181,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612748,1610612764,DND - Injury/Illness,,2026-04-10 19:00:00
Jaden,Hardy,1630702,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612764,1610612748,DNP - Coach's Decision,,2026-04-10 19:00:00
Sharife,Cooper,1630536,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,21.05,11,7,0,1,7,5,0.714,1,1,1,0,0,0,1,0,1,1,0,-19,1610612764,1610612748,,,2026-04-10 19:00:00
Andrew,Wiggins,203952,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,22.55,11,5,0,1,6,3,0.5,4,2,0.5,5,3,0.6,1,2,3,2,4,5,1610612748,1610612764,,F,2026-04-10 19:00:00
Keshad,Johnson,1642352,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,29.36,10,0,0,2,9,4,0.444,3,0,0,2,2,1,2,2,4,2,1,23,1610612748,1610612764,,,2026-04-10 19:00:00
Tristan,Vukcevic,1641774,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612764,1610612748,DND - Injury/Illness,,2026-04-10 19:00:00
Bam,Adebayo,1628389,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,38.28,20,8,1,1,14,7,0.5,6,3,0.5,3,3,1,11,0,11,0,2,22,1610612748,1610612764,,F,2026-04-10 19:00:00
Anthony,Gill,1630264,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,35.06,10,1,0,1,6,4,0.667,0,0,0,3,2,0.667,3,0,3,2,1,-20,1610612764,1610612748,,F,2026-04-10 19:00:00
Julian,Reese,1642882,22501172,2026-04-10 19:00:00,Washington,Wizards,Miami,Heat,Regular Season,,,,0,1,36.48,10,3,1,2,11,5,0.455,0,0,0,0,0,0,4,2,6,2,0,-11,1610612764,1610612748,,C,2026-04-10 19:00:00
Jahmir,Young,1642443,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,1.21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612748,1610612764,,,2026-04-10 19:00:00
Simone,Fontecchio,1631323,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,26.42,24,2,0,1,10,8,0.8,8,6,0.75,2,2,1,3,1,4,2,1,3,1610612748,1610612764,,G,2026-04-10 19:00:00
Pelle,Larsson,1641796,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,26.33,24,6,0,1,14,8,0.571,3,1,0.333,8,7,0.875,0,0,0,5,3,17,1610612748,1610612764,,,2026-04-10 19:00:00
Tyler,Herro,1629639,22501172,2026-04-10 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612748,1610612764,DND - Injury/Illness,,2026-04-10 19:00:00
Dyson,Daniels,1630700,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,29.3,13,12,0,2,10,6,0.6,1,0,0,2,1,0.5,5,5,10,2,1,36,1610612737,1610612739,,F,2026-04-10 19:00:00
Corey,Kispert,1630557,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,9.04,8,1,0,0,5,2,0.4,4,2,0.5,5,2,0.4,0,0,0,0,0,-14,1610612737,1610612739,,,2026-04-10 19:00:00
Dennis,Schroder,203471,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,15.41,7,4,0,2,8,2,0.25,2,1,0.5,2,2,1,1,1,2,2,0,-9,1610612739,1610612737,,,2026-04-10 19:00:00
Keon,Ellis,1631165,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,18.38,2,0,0,0,4,1,0.25,2,0,0,0,0,0,3,0,3,1,1,-23,1610612739,1610612737,,,2026-04-10 19:00:00
Max,Strus,1629622,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,23.25,2,0,0,0,9,1,0.111,4,0,0,0,0,0,3,1,4,4,0,-30,1610612739,1610612737,,G,2026-04-10 19:00:00
Craig,Porter Jr.,1641854,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,16.37,6,3,0,0,3,2,0.667,0,0,0,2,2,1,3,2,5,1,1,0,1610612739,1610612737,,,2026-04-10 19:00:00
Dean,Wade,1629731,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,17.26,3,0,0,0,1,1,1,1,1,1,0,0,0,3,0,3,1,0,-18,1610612739,1610612737,,F,2026-04-10 19:00:00
Christian,Koloko,1631132,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612737,1610612739,DNP - Coach's Decision,,2026-04-10 19:00:00
Tristan,Enaruna,1642400,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,12,7,1,0,1,4,3,0.75,1,0,0,1,1,1,1,0,1,0,0,9,1610612739,1610612737,,,2026-04-10 19:00:00
Zaccharie,Risacher,1642258,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,18.41,4,1,1,1,7,1,0.143,3,0,0,2,2,1,3,1,4,2,0,-13,1610612737,1610612739,,,2026-04-10 19:00:00
Mouhamed,Gueye,1631243,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,12.06,5,1,1,0,4,2,0.5,3,1,0.333,0,0,0,2,1,3,1,0,11,1610612737,1610612739,,,2026-04-10 19:00:00
Olivier,Sarr,1630846,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,9.45,3,3,2,0,1,1,1,1,1,1,0,0,0,5,0,5,2,0,11,1610612739,1610612737,,,2026-04-10 19:00:00
Gabe,Vincent,1629216,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,14.17,3,0,0,0,3,1,0.333,3,1,0.333,0,0,0,0,1,1,2,1,8,1610612737,1610612739,,,2026-04-10 19:00:00
Tyrese,Proctor,1642878,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,12,15,4,0,1,8,5,0.625,4,2,0.5,3,3,1,1,0,1,2,3,9,1610612739,1610612737,,,2026-04-10 19:00:00
Jalen,Johnson,1630552,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,25.05,18,2,0,0,12,6,0.5,3,2,0.667,5,4,0.8,8,1,9,4,5,25,1610612737,1610612739,,F,2026-04-10 19:00:00
Riley,Minix,1642434,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,7.58,4,0,0,0,2,1,0.5,1,0,0,2,2,1,0,0,0,0,0,8,1610612739,1610612737,,,2026-04-10 19:00:00
Onyeka,Okongwu,1630168,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,26.5,2,1,0,1,5,1,0.2,2,0,0,0,0,0,4,1,5,0,0,25,1610612737,1610612739,,C,2026-04-10 19:00:00
Nickeil,Alexander-Walker,1629638,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,31.57,18,1,1,2,13,7,0.538,8,3,0.375,1,1,1,0,1,1,3,0,29,1610612737,1610612739,,G,2026-04-10 19:00:00
Jaylon,Tyson,1642281,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,24.15,15,3,2,3,15,7,0.467,5,0,0,2,1,0.5,3,1,4,1,1,-10,1610612739,1610612737,,F,2026-04-10 19:00:00
CJ,McCollum,203468,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,24.09,29,4,0,2,16,11,0.688,8,6,0.75,2,1,0.5,3,1,4,2,2,22,1610612737,1610612739,,G,2026-04-10 19:00:00
Evan,Mobley,1630596,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,21.46,10,1,1,0,12,5,0.417,0,0,0,0,0,0,3,3,6,1,4,-16,1610612739,1610612737,,C,2026-04-10 19:00:00
James,Harden,201935,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,25.01,20,5,0,0,13,6,0.462,6,2,0.333,6,6,1,0,0,0,1,5,-34,1610612739,1610612737,,G,2026-04-10 19:00:00
Keaton,Wallace,1630811,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,7.54,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,-8,1610612737,1610612739,,,2026-04-10 19:00:00
Buddy,Hield,1627741,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612737,1610612739,DNP - Coach's Decision,,2026-04-10 19:00:00
Larry,Nance Jr.,1626204,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,16.29,4,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,1,3,-17,1610612739,1610612737,,,2026-04-10 19:00:00
Asa,Newell,1642854,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,7.58,2,1,1,1,2,1,0.5,1,0,0,0,0,0,1,1,2,0,0,-8,1610612737,1610612739,,,2026-04-10 19:00:00
Nae'Qwan,Tomlin,1641772,22501173,2026-04-10 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,0,18.59,4,1,1,1,4,2,0.5,0,0,0,0,0,0,4,1,5,3,1,10,1610612739,1610612737,,,2026-04-10 19:00:00
Jonathan,Kuminga,1630228,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,23.25,15,1,0,2,12,4,0.333,6,0,0,8,7,0.875,4,1,5,1,0,11,1610612737,1610612739,,,2026-04-10 19:00:00
Tony,Bradley,1628396,22501173,2026-04-10 19:00:00,Atlanta,Hawks,Cleveland,Cavaliers,Regular Season,,,,1,1,9.04,7,0,0,0,3,3,1,1,1,1,0,0,0,2,0,2,1,0,-14,1610612737,1610612739,,,2026-04-10 19:00:00
Rui,Hachimura,1629060,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,29.39,12,2,0,3,12,5,0.417,4,2,0.5,1,0,0,2,0,2,2,0,20,1610612747,1610612744,,F,2026-04-09 22:00:00
Pat,Spencer,1630311,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,38.04,12,6,0,1,12,5,0.417,5,2,0.4,0,0,0,2,2,4,0,3,-17,1610612744,1610612747,,F,2026-04-09 22:00:00
LeBron,James,2544,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,31.48,26,11,1,2,17,11,0.647,5,3,0.6,2,1,0.5,8,0,8,1,4,19,1610612747,1610612744,,F,2026-04-09 22:00:00
Gary,Payton II,1627780,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,13.59,10,0,0,1,4,4,1,0,0,0,2,2,1,0,1,1,0,0,12,1610612744,1610612747,,,2026-04-09 22:00:00
Luke,Kennard,1628379,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,31.53,14,8,0,4,11,6,0.545,2,1,0.5,1,1,1,2,0,2,1,1,20,1610612747,1610612744,,G,2026-04-09 22:00:00
Jarred,Vanderbilt,1629020,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,25.36,2,5,0,0,3,1,0.333,2,0,0,0,0,0,5,1,6,0,4,15,1610612747,1610612744,,,2026-04-09 22:00:00
Nate,Williams,1631466,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,34.32,17,3,0,0,13,7,0.538,6,3,0.5,0,0,0,1,3,4,2,4,-16,1610612744,1610612747,,F,2026-04-09 22:00:00
Bronny,James,1642355,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,20.33,10,3,0,2,7,4,0.571,4,2,0.5,0,0,0,1,0,1,1,3,-5,1610612747,1610612744,,,2026-04-09 22:00:00
Will,Richard,1642954,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612744,1610612747,DND - Injury/Illness,,2026-04-09 22:00:00
De'Anthony,Melton,1629001,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,14.55,2,2,0,2,5,1,0.2,3,0,0,0,0,0,3,0,3,0,2,-12,1610612744,1610612747,,G,2026-04-09 22:00:00
Deandre,Ayton,1629028,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,30.39,21,1,1,0,11,9,0.818,0,0,0,4,3,0.75,2,3,5,2,0,19,1610612747,1610612744,,C,2026-04-09 22:00:00
Dalton,Knecht,1642261,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,1610612747,1610612744,,,2026-04-09 22:00:00
LJ,Cryer,1643018,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,15.09,8,2,0,1,6,3,0.5,5,2,0.4,0,0,0,1,0,1,1,2,-1,1610612744,1610612747,,,2026-04-09 22:00:00
Adou,Thiero,1642876,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,6.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,1610612747,1610612744,,,2026-04-09 22:00:00
Jake,LaRavia,1631222,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,30.43,16,4,1,3,7,6,0.857,5,4,0.8,0,0,0,4,3,7,5,3,29,1610612747,1610612744,,G,2026-04-09 22:00:00
Drew,Timme,1631166,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,8.31,4,2,0,0,3,2,0.667,1,0,0,0,0,0,1,0,1,0,2,-9,1610612747,1610612744,,,2026-04-09 22:00:00
Gui,Santos,1630611,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612744,1610612747,DND - Injury/Illness,,2026-04-09 22:00:00
Malevy,Leons,1642502,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,24.08,12,3,0,2,8,4,0.5,2,0,0,4,4,1,2,2,4,0,2,-13,1610612744,1610612747,,,2026-04-09 22:00:00
Chris,Manon,1643024,22501170,2026-04-09 22:00:00,Los Angeles,Lakers,Golden State,Warriors,Regular Season,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610612747,1610612744,DNP - Coach's Decision,,2026-04-09 22:00:00
Seth,Curry,203552,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,23.18,11,0,0,0,9,4,0.444,3,1,0.333,2,2,1,1,1,2,0,0,-1,1610612744,1610612747,,,2026-04-09 22:00:00
Draymond,Green,203110,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,22.06,2,6,0,1,1,0,0,1,0,0,2,2,1,3,2,5,2,4,-7,1610612744,1610612747,,C,2026-04-09 22:00:00
Charles,Bassey,1629646,22501170,2026-04-09 22:00:00,Golden State,Warriors,Los Angeles,Lakers,Regular Season,,,,0,1,29.48,12,1,2,0,8,6,0.75,0,0,0,0,0,0,9,4,13,1,2,-8,1610612744,1610612747,,,2026-04-09 22:00:00
